RouteKey,VariantNumber,AddressNo,Code,Lat,Lng,Name,Routes,Search,Status,StopID,StopType,Street,hasRamp,isWheelChair
6_1,2,Đối diện 592C,QTD 080,10.834.945,106.765.244,Ngã 4 Bình Thái,"06, 10, 104, 12, 150, 30, 52, 53, 55, 56, 60-4",N4BT Dd592C XLHN,Đang khai thác,200410,Nhà chờ,Xa Lộ Hà Nội,No,No
6_1,2,Công ty truyền tải điện 4,QTD 081,10.831.214,106.763.195,Công ty truyền tải điện 4,"06, 104, 12, 150, 30, 52, 55, 56, 60-4",Ctttd4 Ctttd4 XLHN,Đang khai thác,200413,Nhà chờ,Xa Lộ Hà Nội,No,No
6_1,2,Nhà máy thép Thủ Đức,QTD 082,10.825.366,106.759.998,Ngã 4 Tây Hòa (RMK),"06, 104, 12, 150, 30, 52, 55, 56, 99",N4TH( NmtTD XLHN,Đang khai thác,200412,Nhà chờ,Xa Lộ Hà Nội,No,No
6_1,2,Xi măng Hà Tiên 1,QTD 083,10.820.576,106.758.142,Xi măng Hà Tiên,"06, 104, 12, 150, 30, 52, 55, 56, 60-4, 99",XmHT XmHT1 XLHN,Đang khai thác,200414,Nhà chờ,Xa Lộ Hà Nội,No,No
6_1,2,Đối diện Esstella,Q2 075,10.802.925,106.747.948,Cát Lái,"06, 10, 104, 12, 150, 30, 52, 55, 56, 60-4",CL DdE XLHN,Đang khai thác,200415,Nhà chờ,Xa Lộ Hà Nội,No,No
6_1,2,655,Q2 076,10.802.134,1.067.434,Metro Quận 2,"06, 104, 12, 150, 30, 52, 55, 56, 60-4",MQ2 655 XLHN,Đang khai thác,200416,Nhà chờ,Xa Lộ Hà Nội,No,No
6_1,2,Ngã ba Thảo Điền,Q2 077,10.801.309,106.738.762,Thảo Điền,"06, 104, 12, 150, 30, 52, 55, 56, 60-4",TD NbTD XLHN,Đang khai thác,200417,Nhà chờ,Xa Lộ Hà Nội,No,No
6_1,2,Đối diện Cầu Đen,Q2 078,10.800.451,10.673.436,Cầu Đen,"06, 104, 12, 150, 30, 52, 53, 55, 56, 60-4",CD DdCD XLHN,Đang khai thác,200418,Trụ dừng,Xa Lộ Hà Nội,No,No
6_1,2,24(597),QBTH 056,10.798.893,106.719.571,Cầu Sài Gòn,"06, 104, 12, 150, 30, 43, 52, 55, 60-4",CSG 24(597) DBP,Đang khai thác,200419,Trụ dừng,Điện Biên Phủ,No,No
6_1,2,152/72c(559),QBTH 055,10.800.274,106.717.227,Khu Du lịch Văn Thánh,"06, 10, 104, 12, 150, 43, 44, 52, 55, 60-4",KDlVT 152/72c(559) DBP,Đang khai thác,200420,Nhà chờ,Điện Biên Phủ,No,No
6_1,2,483,QBTH 054,10.801.228,106.714.856,Đại học Hutech,"06, 104, 12, 14, 150, 19, 43, 44, 45, 52, 55, 60-4",DhH 483 DBP,Đang khai thác,200421,Trụ dừng,Điện Biên Phủ,No,No
6_1,2,419,QBTH 053,10.801.697,106.712.834,Cây xăng dầu,"06, 104, 12, 14, 150, 19, 43, 44, 45, 52, 55, 60-4",Cxd 419 DBP,Đang khai thác,200423,Trụ dừng,Điện Biên Phủ,No,No
6_1,2,221,QBTH 130,1.079.981,106.711.037,Trường trung học Gia Định,"05, 06, 12, 14, 19, 42, 44, 52, 61-6",TthGD 221 XVNT,Đang khai thác,200368,Trụ dừng,Xô Viết Nghệ Tĩnh,No,No
6_1,2,153,QBTH 129,10.797.328,106.710.591,Trường Tiểu học Hồng Hà,"05, 06, 12, 14, 19, 42, 44, 52, 61-6",TThHH 153 XVNT,Đang khai thác,200367,Nhà chờ,Xô Viết Nghệ Tĩnh,No,No
6_1,2,151,QBTH 128,1.079.511,106.709.443,Ngã ba Nguyễn Cửu Vân,"05, 06, 12, 14, 19, 42, 52, 61-6",NbNCV 151 XVNT,Đang khai thác,200369,Trụ dừng,Xô Viết Nghệ Tĩnh,No,No
6_1,2,79,QBTH 127,10.793.661,106.708.054,Nhà thờ Thị Nghè,"05, 06, 12, 14, 19, 42, 52, 61-6",NtTN 79 XVNT,Đang khai thác,200373,Trụ dừng,Xô Viết Nghệ Tĩnh,No,No
6_1,2,2A,Q1 098,10.790.694,106.705.259,Thảo Cầm Viên,"05, 06, 12, 14, 19, 42, 52, 61-6",TCV 2A NTMK,Đang khai thác,200370,Nhà chờ,Nguyễn Thị Minh Khai,No,No
6_1,2,Đối diện 9,Q1 099,10.787.157,106.702.011,Đài truyền hình,"05, 06, 12, 14, 19, 42, 45, 61-6",Dth Dd9 NTMK,Đang khai thác,200374,Nhà chờ,Nguyễn Thị Minh Khai,No,No
6_1,2,16A,Q1 100,10.786.397,106.701.294,nhà thờ Mạc Ti Nho,"05, 06, 14, 45, 52",ntMTN 16A NTMK,Đang khai thác,200371,Nhà chờ,Nguyễn Thị Minh Khai,No,No
6_1,2,2 - 4,Q1 101,10.784.048,106.698.586,Phùng Khắc Khoan,"05, 06, 14, 52",PKK 2-4 PKK,Đang khai thác,200372,Trụ dừng,Phùng Khắc Khoan,No,No
6_1,2,24 - 26,Q3 085,10.783.314,106.696.411,Hồ Con Rùa,"05, 06, 14, 52",HCR 24-26 TCV,Đang khai thác,200378,Trụ dừng,Trần Cao Vân,No,No
6_1,2,8,Q3 105,10.781.172,106.694.402,Sân Phan Đình Phùng,"05, 06, 14",SPDP 8 VVT,Đang khai thác,200375,Nhà chờ,Võ Văn Tần,No,No
6_1,2,28,Q3 106,10.779.143,10.669.254,Bảo tàng chiến tranh,"05, 06, 120, 14",Btct 28 VVT,Đang khai thác,200377,Nhà chờ,Võ Văn Tần,No,No
6_1,2,44,Q3 107,10.777.889,106.691.365,Trần Quốc Thảo,"05, 06, 14",TQT 44 VVT,Đang khai thác,200376,Nhà chờ,Võ Văn Tần,No,No
6_1,2,62,Q3 108,10.776.418,10.669.004,Đại học Mở thành phố HCM,"05, 06, 14",DhMtpH 62 VVT,Đang khai thác,200379,Trụ dừng,Võ Văn Tần,No,No
6_1,2,17,Q3 005,10.775.102,106.690.186,Nguyễn Thị Minh Khai,"05, 06, 14, 149",NTMK 17 BHTQ,Đang khai thác,200381,Trụ dừng,Bà Huyện Thanh Quan,No,No
6_1,2,284,Q3 069,10.773.112,106.688.812,Cách Mạng tháng 8,"05, 06, 14, 38",CMt8 284 NTMK,Đang khai thác,200380,Trụ dừng,Nguyễn Thị Minh Khai,No,No
6_1,2,414,Q3 070,1.077.079,106.686.634,Tôn Thất Tùng,"05, 06, 14, 38",TTT 414 NTMK,Đang khai thác,200383,Trụ dừng,Nguyễn Thị Minh Khai,No,No
6_1,2,436,Q3 071,10.768.946,106.684.883,Bệnh viện Từ Dũ,"05, 06, 14, 38",BvTD 436 NTMK,Đang khai thác,200382,Trụ dừng,Nguyễn Thị Minh Khai,No,No
6_1,2,464 - 466,Q3 072,10.767.691,106.683.693,Hội Chữ thập đỏ thành phố,"02, 05, 06, 14, 27, 38",HCtdtp 464-466 NTMK,Đang khai thác,20089,Nhà chờ,Nguyễn Thị Minh Khai,No,No
6_1,2,488,Q3 073,10.766.416,106.682.428,Nhà sách Minh Khai,"02, 05, 06, 14, 27, 38",NsMK 488 NTMK,Đang khai thác,20090,Trụ dừng,Nguyễn Thị Minh Khai,No,No
6_1,2,235,Q5 073,10.764.456,106.681.946,Trường THPT Lê Hồng Phong,"06, 38",TTLHP 235 NVC,Đang khai thác,200425,Nhà chờ,Nguyễn Văn Cừ,No,No
6_1,2,227,Q5 074,10.763.354,106.682.388,Đại học Khoa học Tự nhiên,"06, 38",DhKhTn 227 NVC,Đang khai thác,200424,Nhà chờ,Nguyễn Văn Cừ,No,No
6_1,2,280,Q5 001,1.076.103,10.668.267,Đại học Sư Phạm,"06, 11, 139, 38, 45, 56, 96",DhSP 280 ADV,Đang khai thác,200426,Nhà chờ,An Dương Vương,No,No
6_1,2,370,Q5 002,10.759.407,106.678.764,Chợ Bầu Sen,"06, 11, 139, 38, 45, 56, 96",CBS 370 ADV,Đang khai thác,200429,Trụ dừng,An Dương Vương,No,No
6_1,2,526,Q5 003,10.757.984,106.675.272,Huỳnh Mẫn Đạt,"06, 11, 139, 38, 45, 56, 96",HMD 526 ADV,Đang khai thác,200427,Trụ dừng,An Dương Vương,No,No
6_1,2,Đối diện số 3,Q5 004,10.757.536,106.673.534,Chợ An Đông,"06, 11, 139, 56",CAD Dds3 ADV,Đang khai thác,200430,Nhà chờ,An Dương Vương,No,No
6_1,2,102C-D,Q5 005,10.756.967,106.670.653,Bệnh viện Nguyễn Tri Phương,"06, 11, 139, 56",BvNTP 102C-D ADV,Đang khai thác,200428,Ô sơn,An Dương Vương,No,No
6_1,2,132A,Q5 068,10.757.151,106.669.613,Công viên Văn Lang,"06, 07, 11, 139, 17, 56, 59, 68",CvVL 132A NTP,Đang khai thác,200432,Trụ dừng,Nguyễn Tri Phương,No,No
6_1,2,116A,Q5 031,10.757.257,106.668.566,Công viên Văn Lang,"06, 11, 139, 17, 54, 56, 68",CvVL 116A HV,Đang khai thác,200431,Nhà chờ,Hùng Vương,No,No
6_1,2,120,Q5 017,10.755.897,106.664.511,Bệnh viện Phạm Ngọc Thạch,"06, 07, 11, 139, 150, 17, 54, 56, 68",BvPNT 120 HB,Đang khai thác,200433,Nhà chờ,Hồng Bàng,No,No
6_1,2,132,Q5 018,10.755.196,106.661.072,Bệnh viện Hùng Vương,"06, 07, 08, 10, 139, 150, 17, 54, 56, 62, 68",BvHV 132 HB,Đang khai thác,200434,Nhà chờ,Hồng Bàng,No,No
6_1,2,172,Q5 019,10.754.875,106.659.501,Bệnh viện Chợ Rẫy,"06, 07, 08, 139, 150, 17, 54, 56, 62, 68",BvCR 172 HB,Đang khai thác,200436,Trụ dừng,Hồng Bàng,No,No
6_1,2,Đối diện 385,Q5 020,1.075.458,106.657.934,Thuận Kiều Plaza,"06, 139, 144, 150, 17, 54, 68",TKP Dd385 HB,Đang khai thác,200435,Nhà chờ,Hồng Bàng,No,No
6_1,2,Đối diện 455-457,Q5 021,10.754.158,10.665.552,Dương Tử Giang,"06, 139, 144, 150, 54, 68",DTG Dd455-457 HB,Đang khai thác,200438,Nhà chờ,Hồng Bàng,No,No
6_1,2,GA HKXB CHO LON,BX14,10.751.253.128.052,10.665.256.500.244,Bến xe Chợ Lớn,"01, 06, 07, 09, 150, 17, 23, 47, 54, 56, 61, 62-10, 62-2, 62-7, 62-8, 81, 94",BxCL GHCL LQS,Đang khai thác,2008,Bến xe,Lê Quang Sung,Yes,Yes
17_1,1,Đầu bến Hàm Nghi,BX 05,1.077.117,106.700.196,Đầu bến Hàm Nghi,11,DbHN DbHN HN,Đang khai thác,1004226,Bến xe,Hàm Nghi,Yes,Yes
17_1,1,Bến Thành,Q1TC1C,10.770.787,106.698.532,Bến Thành C,"03, 04, 109, 11, 19, 35, 38, 44, 75",BTC BT PNL,Đang khai thác,100202,Bến xe,Phạm Ngũ Lão,Yes,Yes
17_1,1,Đối diện 103,Q1 044,10.769.773,106.695.839,Trường Ernst Thalmann,"02, 03, 04, 102, 109, 11, 12, 140, 18, 19, 20, 31, 34, 36, 39, 46, 52, 61-6, 65, 72, 75, 88, 93, 96, C010",TET Dd103 PNL,Đang khai thác,10083,Nhà chờ,Phạm Ngũ Lão,No,No
17_1,1,Đối diện số 26,Q1 123,10.770.901,106.693.833,Nguyễn Thị Nghĩa,"02, 11, 28, 46, 69",NTN Dds26 NTN,Đang khai thác,10084,Nhà chờ,Nguyễn Thị Nghĩa,No,No
17_1,1,22,Q1 145,1.077.097,10.669.268,Ngã 6 Phù Đổng,"02, 11, 46",N6PD 22 NT,Đang khai thác,10085,Trụ dừng,Nguyễn Trãi,No,No
17_1,1,136,Q1 146,10.769.646,106.690.788,Tôn Thất Tùng,"02, 11, 46",TTT 136 NT,Đang khai thác,10087,Trụ dừng,Nguyễn Trãi,No,No
17_1,1,206Bis,Q1 147,10.767.692,106.688.591,Nhà thờ Huyện Sỹ,"02, 11, 27, 46",NtHS 206Bis NT,Đang khai thác,10086,Trụ dừng,Nguyễn Trãi,No,No
17_1,1,Đối diện 211 (212A),Q1 148,10.765.736,106.687.798,Chùa Lâm Tế,"11, 46",CLT Dd211( NT,Đã hủy,1001012,Trụ dừng,Nguyễn Trãi,No,No
17_1,1,230,Q1 149,10.764.556,106.687.385,City plaza,"11, 46",Cp 230 NT,Đang khai thác,1001019,Nhà chờ,Nguyễn Trãi,No,No
17_1,1,Đối diện số 205 - 207,Q1 140,10.760.314,106.683.769,Nguyễn Trãi,"11, 139, 45, 56, 96",NT Dds205-207 NVC,Đang khai thác,1001021,Nhà chờ,Nguyễn Văn Cừ,No,No
17_1,1,280,Q5 001,1.076.103,10.668.267,Đại học Sư Phạm,"06, 11, 139, 38, 45, 56, 96",DhSP 280 ADV,Đang khai thác,100426,Nhà chờ,An Dương Vương,No,No
17_1,1,370,Q5 002,10.759.407,106.678.764,Chợ Bầu Sen,"06, 11, 139, 38, 45, 56, 96",CBS 370 ADV,Đang khai thác,100429,Trụ dừng,An Dương Vương,No,No
17_1,1,526,Q5 003,10.757.984,106.675.272,Huỳnh Mẫn Đạt,"06, 11, 139, 38, 45, 56, 96",HMD 526 ADV,Đang khai thác,100427,Trụ dừng,An Dương Vương,No,No
17_1,1,Đối diện số 3,Q5 004,10.757.536,106.673.534,Chợ An Đông,"06, 11, 139, 56",CAD Dds3 ADV,Đang khai thác,100430,Nhà chờ,An Dương Vương,No,No
17_1,1,102C-D,Q5 005,10.756.967,106.670.653,Bệnh viện Nguyễn Tri Phương,"06, 11, 139, 56",BvNTP 102C-D ADV,Đang khai thác,100428,Ô sơn,An Dương Vương,No,No
17_1,1,132A,Q5 068,10.757.151,106.669.613,Công viên Văn Lang,"06, 07, 11, 139, 17, 56, 59, 68",CvVL 132A NTP,Đang khai thác,100432,Trụ dừng,Nguyễn Tri Phương,No,No
17_1,1,116A,Q5 031,10.757.257,106.668.566,Công viên Văn Lang,"06, 11, 139, 17, 54, 56, 68",CvVL 116A HV,Đang khai thác,100431,Nhà chờ,Hùng Vương,No,No
17_1,1,120,Q5 017,10.755.897,106.664.511,Bệnh viện Phạm Ngọc Thạch,"06, 07, 11, 139, 150, 17, 54, 56, 68",BvPNT 120 HB,Đang khai thác,100433,Nhà chờ,Hồng Bàng,No,No
17_1,1,4,Q5 033,10.756.013,106.662.333,Hùng Vương Plaza,"08, 11, 62",HVP 4 LTK,Đang khai thác,100544,Nhà chờ,Lý Thường Kiệt,No,No
17_1,1,598,Q11 021,10.758.364,106.660.828,BV Răng Hàm Mặt,"05, 11, 119, 45, 62, 66, 94, 96",BRHM 598 NCT,Đang khai thác,100393,Trụ dừng,Nguyễn Chí Thanh,No,No
17_1,1,170-172,Q11 025,10.761.931,106.657.376,Đường 3/2,"11, 62",D3/2 170-172 LDH,Đang khai thác,1001014,Trụ dừng,Lê Đại Hành,No,No
17_1,1,20,Q11 033,10.762.369,106.655.917,Cổng chào CV Đầm sen,"11, 62",CcCDs 20 LBT,Đang khai thác,1001016,Trụ dừng,Lãnh Binh Thăng,No,No
17_1,1,134,Q11 034,10.762.564,106.653.879,Chợ Phú Thọ,"11, 62",CPT 134 LBT,Đang khai thác,1001023,Ô sơn,Lãnh Binh Thăng,No,No
17_1,1,Đối diện Trường mầm non (278),Q11 035,10.762.875,106.651.239,CV Lãnh Binh Thăng,"11, 23, 62",CLBT DdTmn( LBT,Đang khai thác,1001018,Nhà chờ,Lãnh Binh Thăng,No,No
17_1,1,284,Q11 036,10.764.453,106.648.193,Nhà văn hóa Quận 11,"11, 23, 62",NvhQ11 284 LBT,Đang khai thác,1001024,Trụ dừng,Lãnh Binh Thăng,No,No
17_1,1,308-310,Q11 037,1.076.512,106.646.926,Chợ Lãnh Binh Thăng,"11, 23, 62",CLBT 308-310 LBT,Đang khai thác,1001027,Trụ dừng,Lãnh Binh Thăng,No,No
17_1,1,150,Q11 040,1.076.659,106.643.082,Tòa án nhân dân Q11,"11, 23, 62, 69",TandQ 150 OÍK,Đang khai thác,1001020,Trụ dừng,Ông Ích Khiêm,No,No
17_1,1,40A,Q11 043,10.767.302,106.641.181,Bãi xe buýt Đầm Sen,"11, 144, 15, 23, 38, 62, 69",BxbDS 40A HB,Đang khai thác,1001029,Ô sơn,Hòa Bình,No,No
17_1,1,BÃI XE BUÝT ĐẦM SEN,BX91,1.076.786,106.639.668,BÃI XE BUÝT ĐẦM SEN,"11, 15, 38, 64",BXBDS BXBDS HB,Đang khai thác,1001022,Bến xe,Hòa Bình,Yes,Yes
17_1,2,BÃI XE BUÝT ĐẦM SEN,BX91,1.076.786,106.639.668,BÃI XE BUÝT ĐẦM SEN,"11, 15, 38, 64",BXBDS BXBDS HB,Đang khai thác,2001022,Bến xe,Hòa Bình,Yes,Yes
17_1,2,3 (79),Q11 047,1.076.698,106.641.571,Ngã 4 Hòa Bình,"11, 144, 15, 23, 38, 62, 69",N4HB 3( HB,Đang khai thác,2001043,Trụ dừng,Hòa Bình,No,No
17_1,2,85,Q11 041,10.766.342,106.643.349,Tòa án nhân dân Q11,"11, 23, 62, 69",TandQ 85 OÍK,Đang khai thác,2001044,Trụ dừng,Ông Ích Khiêm,No,No
17_1,2,43,Q11 042,10.765.737,106.645.157,Ông Ích Khiêm,"11, 23, 62, 69",OÍK 43 OÍK,Đang khai thác,2001045,Trụ dừng,Ông Ích Khiêm,No,No
17_1,2,307,Q11 038,10.764.374,106.647.964,Chợ Lãnh Binh Thăng,"11, 23, 62",CLBT 307 LBT,Đang khai thác,2001046,Trụ dừng,Lãnh Binh Thăng,No,No
17_1,2,281A (Siêu thị Vinatex),Q11 039,10.763.238,106.650.167,CV Lãnh Binh Thăng,"11, 23, 62",CLBT 281A(tV LBT,Đang khai thác,2001047,Nhà chờ,Lãnh Binh Thăng,No,No
17_1,2,316,Q11 048,10.761.051,106.652.656,Trường TH Phú Thọ,"11, 23, 62",TTPT 316 TTH,Đang khai thác,2001048,Trụ dừng,Tôn Thất Hiệp,No,No
17_1,2,1163,Q11 013,10.760.371,106.653.763,Chợ Thiết,"02, 103, 11, 14, 62",CT 1163 D3/2,Đang khai thác,200153,Trụ dừng,Đường 3/2,No,No
17_1,2,1007 (1029),Q11 014,10.761.562,106.656.006,Lê Đại Hành,"02, 103, 11, 14, 62",LDH 1007( D3/2,Đang khai thác,200154,Trụ dừng,Đường 3/2,No,No
17_1,2,167-169,Q11 049,10.761.036,106.656.982,Chợ Thiết,"11, 62",CT 167-169 PCD,Đang khai thác,2001049,Trụ dừng,Phó Cơ Điều,No,No
17_1,2,201A,Q5 043,10.758.079,106.660.128,Bệnh viện Chợ Rẫy,"05, 11, 119, 45, 62, 66, 94, 96",BvCR 201A NCT,Đang khai thác,200281,Nhà chờ,Nguyễn Chí Thanh,No,No
17_1,2,Hông Bệnh viện Hùng Vương,Q5 034,10.755.702,10.666.221,Bệnh viện Hùng Vương,"08, 11, 62",BvHV HBvHV LTK,Đang khai thác,200616,Nhà chờ,Lý Thường Kiệt,No,No
17_1,2,217,Q5 026,1.075.536,106.663.191,Đại học Y Dược,"06, 07, 10, 11, 139, 150, 17, 56, 68",DhYD 217 HB,Đang khai thác,200439,Nhà chờ,Hồng Bàng,No,No
17_1,2,215,Q5 027,10.755.671,106.664.683,Bệnh viện Đại học Y Dược,"06, 07, 11, 139, 150, 17, 56, 68",BvDhYD 215 HB,Đang khai thác,200440,Nhà chờ,Hồng Bàng,No,No
17_1,2,119-121,Q5 006,10.756.714,106.670.492,Bệnh viện Nguyễn Tri Phương,"06, 11, 139, 56",BvNTP 119-121 ADV,Đang khai thác,200465,Trụ dừng,An Dương Vương,No,No
17_1,2,59C,Q5 007,10.757.057,106.672.182,Chợ An Đông,"06, 11, 139, 56",CAD 59C ADV,Đang khai thác,200469,Trụ dừng,An Dương Vương,No,No
17_1,2,439,Q5 008,10.758.374,106.676.576,Huỳnh Mẫn Đạt,"06, 11, 139, 38, 45, 56, 96",HMD 439 ADV,Đang khai thác,200466,Trụ dừng,An Dương Vương,No,No
17_1,2,367-373,Q5 009,10.759.138,106.678.453,Chợ Bầu Sen,"06, 11, 139, 38, 45, 56, 96",CBS 367-373 ADV,Đang khai thác,200472,Ô sơn,An Dương Vương,No,No
17_1,2,273-275,Q5 010,10.760.735,106.682.289,Đại học Sài Gòn,"06, 11, 139, 38, 45, 56, 96",DhSG 273-275 ADV,Đang khai thác,200467,Nhà chờ,An Dương Vương,No,No
17_1,2,211-213,Q5 075,10.760.672,106.683.453,Bộ Công an,"11, 139, 45, 56, 96",BCa 211-213 NVC,Đang khai thác,2001051,Trụ dừng,Nguyễn Văn Cừ,No,No
17_1,2,371A,Q1 150,10.759.869,106.685.104,Báo An Ninh Thế Giới,"11, 45, 46, 56, 96",BANTG 371A NT,Đang khai thác,2001052,Trụ dừng,Nguyễn Trãi,No,No
17_1,2,333,Q1 151,10.762.006,106.686.394,Nhà Khách Bộ Công An,"11, 45, 46, 56, 96",NKBCA 333 NT,Đang khai thác,2001053,Trụ dừng,Nguyễn Trãi,No,No
17_1,2,217,Q1 152,10.765.754,106.688.004,Chùa Lâm Tế,"11, 46",CLT 217 NT,Đang khai thác,2001056,Nhà chờ,Nguyễn Trãi,No,No
17_1,2,Đối diện 204,Q1 041,10.768.651,106.690.555,Tôn Thất Tùng,"02, 03, 04, 102, 109, 11, 12, 140, 149, 18, 19, 20, 28, 34, 36, 39, 42, 46, 52, 61-6, 65, 69, 72, 75, 88, 93, 96",TTT Dd204 LL,Đang khai thác,20037,Nhà chờ,Lê Lai,No,No
17_1,2,Đối diện 96,Q1 042,10.769.778,106.693.436,Nguyễn Thị Nghĩa,"02, 03, 04, 102, 109, 11, 12, 140, 149, 18, 19, 20, 28, 34, 36, 39, 42, 46, 52, 61-6, 65, 69, 72, 75, 88, 93, 96",NTN Dd96 LL,Đang khai thác,20036,Nhà chờ,Lê Lai,No,No
17_1,2,Đối diện 1A Phạm Hồng Thái,Q1 043,1.077.107,106.696.714,Khách sạn New world,"02, 03, 04, 102, 109, 11, 12, 120, 152, 18, 19, 20, 34, 36, 38, 44, 46, 52, 61-6, 65, 75, 88, 93, 96",KsNw Dd1APHT LL,Đang khai thác,20040,Nhà chờ,Lê Lai,No,No
17_1,2,Bến Thành,Q1TC1F,10.770.472,106.698.456,Bến Thành F,"11, 12, 18, 19, 20, 38, 42, 52, 53, 56, 61-6, 75, 96",BTF BT PNL,Đang khai thác,2001090,Bến xe,Phạm Ngũ Lão,Yes,Yes
17_1,2,Đầu bến Hàm Nghi,BX 05,1.077.117,106.700.196,Đầu bến Hàm Nghi,11,DbHN DbHN HN,Đang khai thác,2004226,Bến xe,Hàm Nghi,Yes,Yes
30_1,59,GA HKXB CHỢ LỚN B,BX84,10.751.185.417.175,10.665.106.964.111,Bến xe Chợ Lớn,"05, 101, 103, 145, 16, 17, 23, 61, 66, 68, 84",BxCL GHCLB LQS,Đang khai thác,100278,Bến xe,Lê Quang Sung,Yes,Yes
30_1,59,384,Q11 094,10.753.689,10.664.926,Cây Mai,"09, 119, 139, 145, 16, 62-10, 62-2, 62-7, 62-8, 81",CM 384 HB,Đang khai thác,100620,Biển treo,Hồng Bàng,No,No
30_1,59,508,Q11 095,10.753.952,106.646.787,Lò Siêu,"09, 119, 139, 145, 16, 62-10, 62-2, 62-7, 62-8, 81, 84",LS 508 HB,Đang khai thác,100622,Trụ dừng,Hồng Bàng,No,No
30_1,59,638-640,Q11 096,10.754.232,106.644.368,Cây Gõ,"09, 119, 139, 145, 16, 62-10, 62-2, 62-7, 62-8, 81, 84",CG 638-640 HB,Đang khai thác,100624,Biển treo,Hồng Bàng,No,No
30_1,59,248-250,Q11 059,10.755.328,106.643.486,Cây Gõ,"145, 148",CG 248-250 MP,Đang khai thác,1001675,Nhà chờ,Minh Phụng,No,No
30_1,59,328,Q11 060,10.757.536,106.643.874,"UBND P2, Q11","145, 148",UPQ 328 MP,Đang khai thác,1001678,Trụ dừng,Minh Phụng,No,No
30_1,59,382,Q11 061,10.759.729,10.664.426,THCS Lê Anh Xuân,"144, 145, 148",TLAX 382 MP,Đang khai thác,1001677,Trụ dừng,Minh Phụng,No,No
30_1,59,470,Q11 062,10.761.849,106.644.592,Đội Cung,"144, 145, 148",DC 470 MP,Đang khai thác,1001680,Trụ dừng,Minh Phụng,No,No
30_1,59,618,Q11 063,10.763.865,106.644.928,công an P10,"144, 145, 148",caP 618 MP,Đang khai thác,1001679,Trụ dừng,Minh Phụng,No,No
30_1,59,310,Q11 071,10.767.508,10.664.296,Trường Lê Quý Đôn,"145, 148, 38",TLQD 310 LLQ,Đang khai thác,1001682,Nhà chờ,Lạc Long Quân,No,No
30_1,59,432,Q11 072,10.770.437,106.645.073,Trạm Đăng Kiểm,"145, 148, 38",TDK 432 LLQ,Đang khai thác,1001681,Trụ dừng,Lạc Long Quân,No,No
30_1,59,612,Q11 073,10.773.831,106.647.461,Âu Cơ,"145, 148, 38",AC 612 LLQ,Đang khai thác,1001684,Nhà chờ,Lạc Long Quân,No,No
30_1,59,632,QTB 126,10.775.206,106.648.471,Ngã Tư Âu Cơ,"145, 148",NTAC 632 LLQ,Đang khai thác,1001683,Trụ dừng,Lạc Long Quân,No,No
30_1,59,794,QTB 127,1.077.821,10.664.992,Chùa Giác Lâm,"145, 148",CGL 794 LLQ,Đang khai thác,1001686,Ô sơn,Lạc Long Quân,No,No
30_1,59,930,QTB 128,10.781.066,106.650.093,Ni sư Huỳnh Liên,"145, 148",NsHL 930 LLQ,Đang khai thác,1001685,Ô sơn,Lạc Long Quân,No,No
30_1,59,1100,QTB 129,10.784.291,106.651.009,Công Thọ,"145, 148",CT 1100 LLQ,Đang khai thác,1001688,Biển treo,Lạc Long Quân,No,No
30_1,59,1274,QTB 130,10.788.412,106.651.851,Cây xăng Lạc Long Quân,"145, 148",CxLLQ 1274 LLQ,Đang khai thác,1001687,Biển treo,Lạc Long Quân,No,No
30_1,59,Bệnh viện Thống Nhất,QTB 028,10.792.101,106.653.074,Bệnh viện Thống Nhất,"08, 119, 145, 148, 50, 59, 66",BvTN BvTN LTK,Đang khai thác,100553,Nhà chờ,Lý Thường Kiệt,No,No
30_1,59,605 (Bệnh viện Tân Bình),QTB 034,1.079.472,106.655.198,Hội Chợ Triển lãm Tân Bình,"08, 103, 119, 145, 148, 149, 30, 50, 51, 59, 64, 65, 66",HCTlTB 605(vTB HVT,Đang khai thác,100510,Nhà chờ,Hoàng Văn Thụ,No,No
30_1,59,431,QTB 035,10.798.556,106.659.216,Nhà hàng Đông Phương,"08, 103, 119, 145, 148, 50, 51, 59, 64",NhDP 431 HVT,Đang khai thác,100555,Nhà chờ,Hoàng Văn Thụ,No,No
30_1,59,60,QTB 110,10.801.038,106.659.168,Siêu thị Maximark Cộng Hòa,"04, 104, 145, 28",StMCH 60 CH,Đang khai thác,100259,Trụ dừng,Cộng Hòa,No,No
30_1,59,138 (Kế nhà hát Quân đội),QTB 111,10.801.238,106.656.754,Nhà hát Quân Đội,"04, 104, 145, 28",NhQD 138(nhQd CH,Đang khai thác,100260,Trụ dừng,Cộng Hòa,No,No
30_1,59,Tiệc cưới Hương Sen,QTB 112,10.801.412,106.654.817,Ngân hàng Quân đội,"04, 104, 145, 28",NhQd TcHS CH,Đang khai thác,100261,Nhà chờ,Cộng Hòa,No,No
30_1,59,184,QTB 113,10.801.728,106.651.127,Công ty Lô Hội,"04, 104, 145, 28",CtLH 184 CH,Đang khai thác,100262,Trụ dừng,Cộng Hòa,No,No
30_1,59,304,QTB 114,10.802.102,106.646.953,Ngã tư Hoàng Hoa Thám,"04, 104, 145, 28",NtHHT 304 CH,Đang khai thác,100263,Trụ dừng,Cộng Hòa,No,No
